190455,1
23904,1
3,1221665
4,297038
6,933
7,617
9,290
10,424
12,88
13,346
16,220
19,136
20,38
22,86
23,44
25,48
26,66
28,15
29,67
32,68
35,54
36,7
38,26
39,16
41,17
42,29
44,7
45,38
48,25
51,21
52,7
54,8
55,8
57,2
58,17
60,2
61,19
64,17
67,18
68,1
70,7
71,2
73,4
74,9
76,1
77,7
80,10
83,11
84,4
86,6
87,6
89,2
90,5
92,2
93,9
96,14
99,10
100,1
102,8
103,4
105,8
106,6
108,2
109,7
112,6
115,7
118,4
119,2
121,3
122,9
125,3
128,8
131,9
132,1
134,1
135,1
138,3
141,5
144,3
147,3
148,2
150,3
153,2
154,2
157,2
160,1
163,2
166,1
167,1
169,2
173,2
176,4
179,2
180,2
182,2
183,1
185,3
186,1
188,2
189,4
192,8
195,2
199,1
201,1
202,2
205,2
208,3
211,1
214,1
217,1
218,2
221,2
224,2
227,2
228,1
233,1
234,4
237,1
240,3
243,1
246,1
253,2
256,3
259,2
263,1
265,1
266,1
272,1
276,1
279,2
282,4
284,1
285,1
288,2
291,1
294,1
297,1
298,2
310,1
311,1
320,1
323,1
330,1
333,3
340,1
343,1
345,1
346,1
352,2
358,2
361,1
362,1
364,2
365,1
368,1
371,3
374,1
375,1
381,2
388,1
391,1
394,2
397,2
400,4
404,1
407,1
410,1
413,2
420,1
422,2
429,1
448,1
451,2
458,1
460,1
464,1
467,1
474,1
486,1
489,1
509,1
528,1
532,1
534,2
535,1
537,1
541,1
544,1
547,1
557,2
572,1
576,1
586,1
595,1
601,1
605,1
611,1
617,1
621,1
637,1
646,1
665,1
691,1
704,1
759,1
771,1
778,1
781,2
794,1
829,1
851,1
896,1
934,1
966,1
983,1
995,1
1008,1
1034,1
1072,1
1088,1
1094,1
1107,2
1206,1
1210,1
1220,1
1232,1
1242,1
1258,1
1302,1
1360,1
1364,1
1369,1
1433,2
1472,1
1593,1
1606,1
1779,1
1991,1
2240,1
2339,1
2733,1
2883,1
3194,1
3379,1
6486,1
6797,1
8492,1
16096,1
