205561,1
18544,1
103255,1
32288,1
3,1511078
4,363289
6,1510
7,989
9,328
10,523
12,103
13,418
16,305
19,219
20,46
22,80
23,49
25,47
26,65
28,30
29,81
32,94
35,64
36,7
38,44
39,21
41,15
42,42
44,9
45,32
48,38
51,32
52,9
54,20
55,20
57,20
58,21
60,4
61,32
64,45
67,13
68,6
70,10
71,6
73,5
74,12
76,5
77,22
80,19
83,14
84,2
86,10
87,10
89,5
90,11
92,4
93,8
96,13
99,9
100,2
102,5
103,3
105,6
106,5
109,7
112,7
115,7
116,1
118,7
119,6
121,5
122,6
125,10
128,2
131,6
134,6
135,3
137,2
138,4
141,6
144,7
147,4
150,3
151,3
154,2
156,1
157,3
160,4
163,2
164,2
166,5
167,1
169,1
170,2
173,2
176,4
179,4
182,2
183,1
185,2
186,5
188,1
189,3
192,3
195,3
198,4
199,1
201,2
202,1
204,1
205,4
208,5
211,4
212,1
214,2
215,1
221,2
224,3
227,1
230,1
234,2
236,1
237,1
243,1
244,1
246,1
247,1
250,3
252,2
253,2
262,2
265,1
266,1
272,3
278,1
279,1
282,1
284,1
285,1
288,1
294,1
301,5
304,1
307,2
313,1
314,1
317,1
320,1
326,1
330,2
332,1
333,1
336,1
339,2
340,1
346,1
352,2
355,1
358,1
359,2
361,1
368,1
374,1
388,1
394,1
400,1
403,1
422,1
423,2
426,1
435,1
445,1
448,1
455,1
461,2
470,1
492,2
515,1
518,1
541,1
556,1
573,1
576,2
583,1
634,1
637,1
643,1
653,1
666,1
672,1
688,1
694,1
726,1
730,1
743,1
746,1
756,1
762,1
800,1
806,1
809,1
816,1
819,2
841,2
848,1
880,2
884,1
890,2
896,1
902,1
934,1
941,1
951,1
983,1
1002,1
1008,1
1059,1
1075,1
1104,1
1155,1
1200,1
1280,1
1353,1
1418,1
1507,1
1520,1
1529,1
1584,1
1849,1
1974,1
2196,1
2573,1
2691,1
3200,1
3328,1
3514,1
4295,1
4873,1
7408,1
8553,1
15949,1
795696,1
