236,2
237,1
238,3
239,2
240,2
241,2
242,6
243,4
244,1
245,3
246,9
247,9
248,7
249,11
250,12
251,14
252,14
253,14
254,24
255,38
256,26
257,51
258,57
259,72
260,75
261,83
262,112
263,158
264,227
265,298
266,463
267,649
268,1142
269,1625
270,2721
271,3592
272,6147
273,13379
274,62712
275,283909
276,708932
277,526185
278,91960
279,18699
280,7194
281,4806
282,3135
283,2077
284,1296
285,904
286,580
287,412
288,316
289,191
290,151
291,115
292,116
293,76
294,68
295,55
296,53
297,38
298,37
299,35
300,29
301,23
302,21
303,20
304,6
305,5
306,7
307,3
308,4
309,4
310,1
311,3
313,4
314,1
315,2
316,1
317,4
318,1
321,1
324,2
328,2
329,2
