233,1
236,2
237,1
238,1
239,1
240,3
241,3
242,4
243,6
244,9
245,9
246,12
247,5
248,9
249,13
250,15
251,23
252,31
253,31
254,55
255,62
256,57
257,64
258,91
259,97
260,128
261,125
262,189
263,211
264,305
265,378
266,550
267,796
268,1181
269,1697
270,2619
271,3318
272,4960
273,6799
274,12546
275,24792
276,39758
277,33357
278,14276
279,7661
280,5124
281,3840
282,2686
283,1955
284,1348
285,978
286,606
287,436
288,298
289,262
290,187
291,148
292,141
293,128
294,78
295,68
296,67
297,84
298,41
299,31
300,25
301,26
302,25
303,14
304,8
305,16
306,9
307,4
308,7
309,4
310,6
312,3
313,7
314,1
315,4
316,2
318,1
319,1
325,1
332,1
