1859,1
1882,1
1892,1
1894,3
1896,2
1897,1
1898,1
1899,1
1902,1
1903,1
1905,1
1906,2
1907,3
1908,1
1909,1
1910,2
1912,3
1913,1
1914,1
1915,1
1916,3
1917,3
1918,2
1920,2
1921,1
1922,2
1923,5
1924,3
1925,4
1926,2
1927,2
1928,9
1929,3
1930,6
1931,2
1933,4
1934,1
1935,8
1936,7
1937,5
1938,3
1939,8
1940,5
1941,22
1942,16
1943,12
1944,25
1945,10
1946,15
1947,8
1948,6
1949,10
1950,13
1951,5
1952,14
1953,10
1954,22
1955,31
1956,26
1957,41
1958,42
1959,28
1960,84
1961,40
1962,55
1963,52
1964,22
1965,47
1966,31
1967,25
1968,50
1969,40
1970,56
1971,135
1972,69
1973,210
1974,164
1975,103
1976,229
1977,127
1978,166
1979,97
1980,60
1981,122
1982,109
1983,86
1984,147
1985,95
1986,144
1987,350
1988,184
1989,508
1990,470
1991,314
1992,768
1993,383
1994,586
1995,322
1996,202
1997,522
1998,457
1999,311
2000,528
2001,322
2002,531
2003,1052
2004,641
2005,1556
2006,1300
2007,793
2008,1905
2009,1023
2010,1571
2011,929
2012,554
2013,1310
2014,1135
2015,777
2016,1308
2017,889
2018,1439
2019,2892
2020,1643
2021,3770
2022,3565
2023,2286
2024,5594
2025,3203
2026,4885
2027,3100
2028,1799
2029,4193
2030,3638
2031,2545
2032,4228
2033,2739
2034,4184
2035,8979
2036,5057
2037,12951
2038,11069
2039,6973
2040,15950
2041,8397
2042,12697
2043,6902
2044,4187
2045,10111
2046,9574
2047,6519
2048,10900
2049,6518
2050,10280
2051,23960
2052,14376
2053,39162
2054,32735
2055,20404
2056,48865
2057,27769
2058,41713
2059,22859
2060,14540
2061,36748
2062,32865
2063,22332
2064,34166
2065,20544
2066,32010
2067,62999
2068,34422
2069,81058
2070,62238
2071,39271
2072,80110
2073,40504
2074,62105
2075,35706
2076,21932
2077,52600
2078,36374
2079,24990
2080,38309
2081,23959
2082,37661
2083,40561
2084,17870
2085,34559
2086,29143
2087,18786
2088,34398
2089,15388
2090,23258
2091,16709
2092,9157
2093,20979
2094,12755
2095,9047
2096,14239
2097,8150
2098,13525
2099,11885
2100,5351
2101,10240
2102,8404
2103,5426
2104,9529
2105,4014
2106,6198
2107,4189
2108,2246
2109,5239
2110,3295
2111,2254
2112,3604
2113,2152
2114,3581
2115,3274
2116,1473
2117,2858
2118,2531
2119,1586
2120,2992
2121,1396
2122,2060
2123,1389
2124,814
2125,1827
2126,1185
2127,794
2128,1239
2129,767
2130,1210
2131,1258
2132,600
2133,1272
2134,989
2135,639
2136,1198
2137,513
2138,789
2139,509
2140,267
2141,698
2142,443
2143,286
2144,494
2145,280
2146,494
2147,434
2148,175
2149,375
2150,345
2151,234
2152,391
2153,169
2154,235
2155,184
2156,116
2157,210
2158,132
2159,109
2160,151
2161,115
2162,164
2163,155
2164,55
2165,161
2166,92
2167,76
2168,124
2169,39
2170,81
2171,48
2172,27
2173,53
2174,38
2175,33
2176,50
2177,30
2178,54
2179,41
2180,18
2181,33
2182,29
2183,23
2184,31
2185,16
2186,27
2187,22
2188,9
2189,23
2190,13
2191,13
2192,14
2193,9
2194,10
2195,10
2196,10
2197,10
2198,6
2199,3
2200,3
2202,7
2204,1
2205,5
2206,2
2208,1
2210,1
2276,1
2282,1
2287,2
2304,1
