1989,1
2008,1
2011,1
2016,1
2019,1
2020,2
2021,2
2022,1
2023,1
2032,1
2035,3
2036,3
2037,2
2039,1
2040,1
2041,1
2042,1
2043,2
2047,1
2048,5
2049,1
2050,3
2051,13
2052,6
2053,12
2054,4
2055,1
2056,1
2057,2
2058,4
2059,6
2060,2
2061,1
2062,1
2064,10
2065,3
2066,8
2067,64
2068,21
2069,52
2070,15
2071,15
2072,14
2073,11
2074,12
2075,45
2076,22
2077,13
2078,10
2079,4
2080,83
2081,28
2082,41
2083,180
2084,83
2085,169
2086,39
2087,37
2088,44
2089,32
2090,32
2091,98
2092,21
2093,22
2094,14
2095,11
2096,110
2097,56
2098,62
2099,274
2100,150
2101,262
2102,79
2103,63
2104,136
2105,50
2106,83
2107,402
2108,115
2109,108
2110,84
2111,47
2112,458
2113,171
2114,257
2115,980
2116,492
2117,1001
2118,343
2119,254
2120,371
2121,206
2122,285
2123,1443
2124,441
2125,319
2126,242
2127,170
2128,1845
2129,688
2130,1123
2131,5944
2132,3057
2133,6718
2134,1942
2135,1368
2136,1959
2137,1244
2138,1895
2139,6839
2140,2038
2141,1516
2142,1068
2143,759
2144,10847
2145,3495
2146,5423
2147,18225
2148,8170
2149,13819
2150,4512
2151,3212
2152,4769
2153,2967
2154,4694
2155,8652
2156,2495
2157,1487
2158,838
2159,532
2160,3584
2161,1496
2162,2109
2163,3711
2164,1438
2165,1725
2166,831
2167,611
2168,919
2169,584
2170,867
2171,1190
2172,341
2173,241
2174,134
2175,91
2176,733
2177,286
2178,444
2179,884
2180,401
2181,707
2182,268
2183,208
2184,250
2185,134
2186,221
2187,352
2188,108
2189,91
2190,52
2191,32
2192,221
2193,75
2194,124
2195,219
2196,74
2197,108
2198,43
2199,27
2200,47
2201,30
2202,40
2203,27
2204,4
2205,8
2206,4
2208,5
2210,1
2246,1
2248,1
2259,5
2260,1
2261,4
2262,1
2264,2
2267,6
2268,3
2270,1
2272,2
2273,3
2274,1
2275,9
2276,5
2277,3
2278,2
2279,4
2280,2
2281,2
2282,2
2283,6
2284,3
2285,2
2290,1
2292,1
2293,1
