1984,1
2003,1
2004,1
2011,1
2012,1
2016,1
2018,1
2020,1
2029,1
2030,2
2032,2
2034,1
2035,1
2039,2
2040,1
2043,1
2044,1
2045,5
2046,1
2048,14
2049,1
2050,1
2051,7
2052,1
2053,7
2054,5
2055,2
2056,3
2057,3
2058,1
2059,14
2060,7
2061,5
2062,7
2063,5
2064,57
2065,7
2066,9
2067,18
2068,11
2069,32
2070,8
2071,7
2072,14
2073,5
2074,10
2075,71
2076,19
2077,41
2078,32
2079,26
2080,243
2081,28
2082,53
2083,92
2084,38
2085,90
2086,49
2087,40
2088,47
2089,19
2090,31
2091,164
2092,35
2093,67
2094,60
2095,23
2096,333
2097,47
2098,92
2099,139
2100,79
2101,176
2102,101
2103,65
2104,90
2105,64
2106,88
2107,597
2108,196
2109,238
2110,177
2111,110
2112,995
2113,171
2114,253
2115,561
2116,317
2117,606
2118,313
2119,190
2120,373
2121,199
2122,284
2123,2052
2124,716
2125,1020
2126,808
2127,589
2128,5592
2129,727
2130,1165
2131,3124
2132,1688
2133,3956
2134,1733
2135,1284
2136,1916
2137,910
2138,1625
2139,9700
2140,3463
2141,4282
2142,3639
2143,2334
2144,26198
2145,3027
2146,4472
2147,8687
2148,3875
2149,7097
2150,5449
2151,3861
2152,3625
2153,1862
2154,2939
2155,9599
2156,2972
2157,1664
2158,1163
2159,724
2160,5358
2161,1420
2162,2178
2163,1594
2164,645
2165,1031
2166,867
2167,586
2168,580
2169,305
2170,474
2171,1388
2172,460
2173,352
2174,288
2175,177
2176,1287
2177,266
2178,384
2179,407
2180,173
2181,309
2182,253
2183,159
2184,157
2185,84
2186,135
2187,377
2188,144
2189,78
2190,70
2191,31
2192,355
2193,74
2194,101
2195,105
2196,44
2197,73
2198,71
2199,44
2200,35
2201,11
2202,20
2203,37
2204,11
2206,2
2208,3
2209,6
2210,4
2211,1
2215,1
2251,1
2253,1
2255,1
2256,3
2259,2
2260,1
2261,5
2263,1
2264,1
2267,7
2268,5
2269,2
2270,1
2272,9
2273,2
2274,1
2275,3
2276,1
2277,2
2278,6
2279,3
2280,3
2281,1
2283,5
2284,3
2285,1
2286,1
2290,2
2297,1
