265,4
266,10
267,20
268,74
269,163
270,385
271,576
272,889
273,1476
274,3732
275,10772
276,37346
277,65227
278,32923
279,8935
280,4416
281,3097
282,2159
283,1431
284,861
285,560
286,343
287,180
288,104
289,91
290,58
291,76
292,56
293,55
294,37
295,25
296,23
297,10
298,6
299,3
300,1
301,3
302,1
303,5
306,1
